"Population Estimate","","","","","","","","","","","Geography","","","","","Building Estimate","","","","","","Accessibility: Total population - WorldPop (2026)","","","","","","Site Attributes","","","","","","","","","","Parent Site Attributes","","","","","","","","","","","","","","",""
"Total population - Meta (2023-04-21)","Total population - WorldPop (2026)","Total population - WorldPop UN (2020)","Total population - Grid3","Total population - Kontur (2023-10-31)","Total women - Meta (2023-04-21)","Total men - Meta (2023-04-21)","Children under 5 - Meta (2023-04-21)","People 15 to 24 - Meta (2023-04-21)","Women 15 to 49 - Meta (2023-04-21)","People 60 and older - Meta (2023-04-21)","Country (Admin 0)","State (Admin 1)","Local government area (Admin 2)","Ward (Admin 3)","Name","OpenStreetMap Buildings (2026-02-20)","Overture Buildings (2026-02-20)","Google Buildings 60+% Confidence (2023-05)","Google Buildings 70+% Confidence (2023-05)","Google Buildings 80+% Confidence (2023-05)","Average Building Footprint (m²) (2023-05)","People within 1hr of driving","People between 1hr - 4hr of driving","People further than 4hr of driving","People within 1hr of walking","People between 1hr - 4hr of walking","People further than 4hr of walking","state","lga_location_id","country","grid3_settlement_id","location_id","status","lga","grid3_globalid","Site Longitude","Site Latitude","Name","site","ownership_code","grid3_globalid","facility_level_code","location_id","state","nhfr_code","lga","lga_location_id","ownership_text","facility_level_text","country","organization_id","status","nhfr_uid"
"342","349","280","291","299","171","171","49","49","98","0","Nigeria","Bauchi","Toro","Jama'a #1","Gidan Seriki Isiaku","93","118","104","89","30","26.60","349","0","0","239","110","0","Bauchi","nga-ba-5018","Nigeria","11998520","6270","active","Toro","6270","9.54656124060881","10.2275456222328","Wow Health Post","9.544858,10.21996","public","5","primary","5","Bauchi","Invalid Number","Toro","nga-ba-5018","Unknown","Health Post","Nigeria","org-5eca11a0-ceb7-4935-97e7-17248fbc9861","active","Invalid Number"
"133","76","47","83","48","67","67","19","19","38","0","Nigeria","Bauchi","Toro","Jama'a #1","Gidan Yohanna","37","43","44","34","8","26.09","76","0","0","76","0","0","Bauchi","nga-ba-5018","Nigeria","12153480","24","active","Toro","24","9.404489516578","10.2077999527057","Sabon Garin Nabardo Health Post","9.36678,10.20572","public","6879709","primary","6879709","Bauchi","5","Toro","nga-ba-5018","Local Government","Health Post","Nigeria","org-6879709c-8fa1-4040-9ff9-e1c366d8e2ad","active","61760400"
"84","108","106","91","61","42","42","12","12","24","0","Nigeria","Bauchi","Toro","Jama'a #1","Gidin Dutse","31","38","29","21","9","41.77","108","0","0","108","0","0","Bauchi","nga-ba-5018","Nigeria","12145773","3","active","Toro","3","9.59317177036098","10.2541998297584","Tashan Durumi Primary Health Clinic","9.586253,10.224161","public","136","primary","136","Bauchi","5","Toro","nga-ba-5018","Local Government","Primary Health Clinic","Nigeria","org-136b12cc-7aac-4a22-8b6b-26852fb60d50","active","50108275"
"143","211","152","457","120","72","72","20","20","41","0","Nigeria","Bauchi","Toro","Jama'a #1","Girsili","112","136","151","123","43","37.63","211","0","0","211","0","0","Bauchi","nga-ba-5018","Nigeria","12136106","1065","active","Toro","1065","9.3990876595679","10.1967236101066","Sabon Garin Nabardo Health Post","9.36678,10.20572","public","6879709","primary","6879709","Bauchi","5","Toro","nga-ba-5018","Local Government","Health Post","Nigeria","org-6879709c-8fa1-4040-9ff9-e1c366d8e2ad","active","61760400"
"122","172","206","178","126","61","61","17","17","35","0","Nigeria","Bauchi","Toro","Jama'a #1","Girsilli Gidan Yusuf","114","135","150","124","54","38.11","172","0","0","172","0","0","Bauchi","nga-ba-5018","Nigeria","12229751","11","active","Toro","11","9.39985465986473","10.1991319657677","Sabon Garin Nabardo Health Post","9.36678,10.20572","public","6879709","primary","6879709","Bauchi","5","Toro","nga-ba-5018","Local Government","Health Post","Nigeria","org-6879709c-8fa1-4040-9ff9-e1c366d8e2ad","active","61760400"
"0","209","203","144","82","0","0","0","0","0","0","Nigeria","Bauchi","Toro","Jama'a #1","Gurjaje","39","57","36","33","1","16.61","209","0","0","209","0","0","Bauchi","nga-ba-5018","Nigeria","12139540","0","active","Toro","0","9.49597273965026","10.1257524498158","Amana Health Clinic","9.433270969,10.15212597","private","62","primary","62","Bauchi","5","Toro","nga-ba-5018","For Profit","Primary Health Clinic","Nigeria","org-62d44fa6-6452-4810-bb9f-f41ff201d50d","active","75099900"
"70","102","75","74","80","35","35","10","10","20","0","Nigeria","Bauchi","Toro","Jama'a #1","Gwallafa","25","27","20","19","11","53.06","102","0","0","102","0","0","Bauchi","nga-ba-5018","Nigeria","12224495","1","active","Toro","1","9.41246137968898","10.1822480702922","Amana Health Clinic","9.433270969,10.15212597","private","62","primary","62","Bauchi","5","Toro","nga-ba-5018","For Profit","Primary Health Clinic","Nigeria","org-62d44fa6-6452-4810-bb9f-f41ff201d50d","active","75099900"
"97","120","76","89","72","49","49","14","14","28","0","Nigeria","Bauchi","Toro","Jama'a #1","Gwallafa Gidan Mal Irmiya","26","27","24","20","11","59.60","120","0","0","120","0","0","Bauchi","nga-ba-5018","Nigeria","12173001","Invalid Number","active","Toro","Invalid Number","9.40481185878031","10.1823949808438","Amana Health Clinic","9.433270969,10.15212597","private","62","primary","62","Bauchi","5","Toro","nga-ba-5018","For Profit","Primary Health Clinic","Nigeria","org-62d44fa6-6452-4810-bb9f-f41ff201d50d","active","75099900"
"160","120","73","135","251","80","80","23","23","46","0","Nigeria","Bauchi","Toro","Jama'a #1","Haka Yafi","35","45","40","30","10","25.84","120","0","0","120","0","0","Bauchi","nga-ba-5018","Nigeria","12184937","1","active","Toro","1","9.5492923089929","10.2270733738372","Wow Health Post","9.544858,10.21996","public","5","primary","5","Bauchi","Invalid Number","Toro","nga-ba-5018","Unknown","Health Post","Nigeria","org-5eca11a0-ceb7-4935-97e7-17248fbc9861","active","Invalid Number"
"56","26","34","24","13","28","28","8","8","16","0","Nigeria","Bauchi","Toro","Jama'a #1","Hakayafi Bimiya","17","19","18","17","6","40.33","26","0","0","26","0","0","Bauchi","nga-ba-5018","Nigeria","12109518","21","active","Toro","21","9.55150190279062","10.2298521323701","Wow Health Post","9.544858,10.21996","public","5","primary","5","Bauchi","Invalid Number","Toro","nga-ba-5018","Unknown","Health Post","Nigeria","org-5eca11a0-ceb7-4935-97e7-17248fbc9861","active","Invalid Number"
"56","129","106","51","173","28","28","8","8","16","0","Nigeria","Bauchi","Toro","Jama'a #1","Hakayafi Rugar Suleiman","17","20","16","13","4","28.28","129","0","0","129","0","0","Bauchi","nga-ba-5018","Nigeria","12123914","6100000000","active","Toro","6100000000","9.56095467861559","10.2324228579286","Wow Health Post","9.544858,10.21996","public","5","primary","5","Bauchi","Invalid Number","Toro","nga-ba-5018","Unknown","Health Post","Nigeria","org-5eca11a0-ceb7-4935-97e7-17248fbc9861","active","Invalid Number"
"215","296","292","320","187","107","107","31","31","61","0","Nigeria","Bauchi","Toro","Jama'a #1","Hayin Bagari","112","155","110","92","19","22.42","296","0","0","296","0","0","Bauchi","nga-ba-5018","Nigeria","12114482","2352","active","Toro","2352","9.54945755042564","10.1852810240001","Dori Primary Health Clinic","9.538696289,10.18890381","public","9","primary","9","Bauchi","5","Toro","nga-ba-5018","Local Government","Primary Health Clinic","Nigeria","org-9ab2c2ac-eb89-4ecd-b790-34bd897ffaf2","active","45350274"
"77","173","183","75","109","38","38","11","11","22","0","Nigeria","Bauchi","Toro","Jama'a #1","Jemeri Hayi","43","47","25","22","17","45.24","173","0","0","173","0","0","Bauchi","nga-ba-5018","Nigeria","12035274","Invalid Number","active","Toro","Invalid Number","9.41536810905103","10.1475273496076","Amana Health Clinic","9.433270969,10.15212597","private","62","primary","62","Bauchi","5","Toro","nga-ba-5018","For Profit","Primary Health Clinic","Nigeria","org-62d44fa6-6452-4810-bb9f-f41ff201d50d","active","75099900"
"70","99","132","83","32","35","35","10","10","20","0","Nigeria","Bauchi","Toro","Jama'a #1","Jimeri","53","53","32","26","19","49.38","99","0","0","99","0","0","Bauchi","nga-ba-5018","Nigeria","12157448","16787978","active","Toro","16787978","9.41113701016496","10.1489975801742","Amana Health Clinic","9.433270969,10.15212597","private","62","primary","62","Bauchi","5","Toro","nga-ba-5018","For Profit","Primary Health Clinic","Nigeria","org-62d44fa6-6452-4810-bb9f-f41ff201d50d","active","75099900"
"345","250","251","258","423","173","173","49","49","99","0","Nigeria","Bauchi","Toro","Jama'a #1","Juga Kanhanya","123","141","119","96","34","41.18","250","0","0","250","0","0","Bauchi","nga-ba-5018","Nigeria","12231570","Invalid Number","active","Toro","Invalid Number","9.58003862158517","10.1860649270548","Dori Primary Health Clinic","9.538696289,10.18890381","public","9","primary","9","Bauchi","5","Toro","nga-ba-5018","Local Government","Primary Health Clinic","Nigeria","org-9ab2c2ac-eb89-4ecd-b790-34bd897ffaf2","active","45350274"
"306","480","232","388","482","153","153","53","53","84","0","Nigeria","Bauchi","Toro","Jama'a #1","Jugan Dafasu I","150","168","132","110","31","35.65","480","0","0","480","0","0","Bauchi","nga-ba-5018","Nigeria","12275234","4355","active","Toro","4355","9.57975578300301","10.1948227373795","Tashan Durumi","9.584336,10.222777","public","df871169-9e9a-4720-9477-a83cbc732681","primary","df871169-9e9a-4720-9477-a83cbc732681","Bauchi","Invalid Number","Toro","nga-ba-5018","Unknown","Primary Health Center","Nigeria","org-df871169-9e9a-4720-9477-a83cbc732681","active","Invalid Number"
"70","90","114","57","91","35","35","10","10","20","0","Nigeria","Bauchi","Toro","Jama'a #1","Kaccha","34","37","18","12","4","40.45","90","0","0","90","0","0","Bauchi","nga-ba-5018","Nigeria","12136405","9","active","Toro","9","9.53984451271413","10.1905269619498","Dori Primary Health Clinic","9.538696289,10.18890381","public","9","primary","9","Bauchi","5","Toro","nga-ba-5018","Local Government","Primary Health Clinic","Nigeria","org-9ab2c2ac-eb89-4ecd-b790-34bd897ffaf2","active","45350274"
"105","99","85","101","170","53","53","15","15","30","0","Nigeria","Bauchi","Toro","Jama'a #1","Kaccida","42","49","35","29","4","22.86","99","0","0","99","0","0","Bauchi","nga-ba-5018","Nigeria","12239688","0","active","Toro","0","9.5429118798794","10.1899507204494","Dori Primary Health Clinic","9.538696289,10.18890381","public","9","primary","9","Bauchi","5","Toro","nga-ba-5018","Local Government","Primary Health Clinic","Nigeria","org-9ab2c2ac-eb89-4ecd-b790-34bd897ffaf2","active","45350274"
"263","377","220","306","142","132","132","38","38","75","0","Nigeria","Bauchi","Toro","Jama'a #1","Kadage","78","108","99","72","25","27.06","377","0","0","377","0","0","Bauchi","nga-ba-5018","Nigeria","12161679","9","active","Toro","9","9.56744218011255","10.2705552898948","Tashan Durumi Primary Health Clinic","9.586253,10.224161","public","136","primary","136","Bauchi","5","Toro","nga-ba-5018","Local Government","Primary Health Clinic","Nigeria","org-136b12cc-7aac-4a22-8b6b-26852fb60d50","active","50108275"
"113","78","79","52","25","56","56","28","28","28","0","Nigeria","Bauchi","Toro","Jama'a #1","Kagadama","36","42","29","26","10","48.39","78","0","0","78","0","0","Bauchi","nga-ba-5018","Nigeria","12127437","Infinity","active","Toro","Infinity","9.61757204031744","10.2002290802079","Tashan Durumi","9.584336,10.222777","public","df871169-9e9a-4720-9477-a83cbc732681","primary","df871169-9e9a-4720-9477-a83cbc732681","Bauchi","Invalid Number","Toro","nga-ba-5018","Unknown","Primary Health Center","Nigeria","org-df871169-9e9a-4720-9477-a83cbc732681","active","Invalid Number"
"399","603","498","414","390","199","199","57","57","114","0","Nigeria","Bauchi","Toro","Jama'a #1","Kambel","155","176","170","127","60","45.95","603","0","0","603","0","0","Bauchi","nga-ba-5018","Nigeria","12145416","Invalid Number","active","Toro","Invalid Number","9.38640145676186","10.1844581461266","Sabon Garin Nabardo Health Post","9.36678,10.20572","public","6879709","primary","6879709","Bauchi","5","Toro","nga-ba-5018","Local Government","Health Post","Nigeria","org-6879709c-8fa1-4040-9ff9-e1c366d8e2ad","active","61760400"
"185","205","185","261","168","93","93","26","26","53","0","Nigeria","Bauchi","Toro","Jama'a #1","Kan Waya","93","112","92","71","26","28.18","205","0","0","205","0","0","Bauchi","nga-ba-5018","Nigeria","12208744","Invalid Number","active","Toro","Invalid Number","9.55376340995343","10.2099178003663","Wow Health Post","9.544858,10.21996","public","5","primary","5","Bauchi","Invalid Number","Toro","nga-ba-5018","Unknown","Health Post","Nigeria","org-5eca11a0-ceb7-4935-97e7-17248fbc9861","active","Invalid Number"
"0","237","184","170","40","0","0","0","0","0","0","Nigeria","Bauchi","Toro","Jama'a #1","Karlage","59","68","57","51","21","34.60","237","0","0","237","0","0","Bauchi","nga-ba-5018","Nigeria","12148349","Invalid Number","active","Toro","Invalid Number","9.45120276959221","10.1695305926628","Amana Health Clinic","9.433270969,10.15212597","private","62","primary","62","Bauchi","5","Toro","nga-ba-5018","For Profit","Primary Health Clinic","Nigeria","org-62d44fa6-6452-4810-bb9f-f41ff201d50d","active","75099900"
"48","77","50","74","118","24","24","7","7","14","0","Nigeria","Bauchi","Toro","Jama'a #1","Kiski","26","33","25","19","3","30.27","77","0","0","77","0","0","Bauchi","nga-ba-5018","Nigeria","12065812","Invalid Number","active","Toro","Invalid Number","9.6032490399113","10.2426883798649","Tashan Durumi Primary Health Clinic","9.586253,10.224161","public","136","primary","136","Bauchi","5","Toro","nga-ba-5018","Local Government","Primary Health Clinic","Nigeria","org-136b12cc-7aac-4a22-8b6b-26852fb60d50","active","50108275"
"60","33","56","68","42","30","30","9","9","17","0","Nigeria","Bauchi","Toro","Jama'a #1","Kobonka","25","26","24","22","9","23.32","33","0","0","33","0","0","Bauchi","nga-ba-5018","Nigeria","12021687","74880000","active","Toro","74880000","9.5724717195942","10.1795776099188","Dori Primary Health Clinic","9.538696289,10.18890381","public","9","primary","9","Bauchi","5","Toro","nga-ba-5018","Local Government","Primary Health Clinic","Nigeria","org-9ab2c2ac-eb89-4ecd-b790-34bd897ffaf2","active","45350274"
"64","198","95","84","22","32","32","9","9","18","0","Nigeria","Bauchi","Toro","Jama'a #1","Kwabonka","63","70","28","23","10","22.09","198","0","0","198","0","0","Bauchi","nga-ba-5018","Nigeria","12273891","Invalid Number","active","Toro","Invalid Number","9.56658077168532","10.1759147638553","Dori Primary Health Clinic","9.538696289,10.18890381","public","9","primary","9","Bauchi","5","Toro","nga-ba-5018","Local Government","Primary Health Clinic","Nigeria","org-9ab2c2ac-eb89-4ecd-b790-34bd897ffaf2","active","45350274"
"283","265","190","214","313","142","142","40","40","81","0","Nigeria","Bauchi","Toro","Jama'a #1","Kwarmasau","108","115","85","80","49","38.91","265","0","0","265","0","0","Bauchi","nga-ba-5018","Nigeria","12098268","486","active","Toro","486","9.56084299001202","10.196127099686","Dori Primary Health Clinic","9.538696289,10.18890381","public","9","primary","9","Bauchi","5","Toro","nga-ba-5018","Local Government","Primary Health Clinic","Nigeria","org-9ab2c2ac-eb89-4ecd-b790-34bd897ffaf2","active","45350274"
"0","31","21","27","87","0","0","0","0","0","0","Nigeria","Bauchi","Toro","Jama'a #1","Lakari Inuwa","11","12","9","4","0","23.55","31","0","0","31","0","0","Bauchi","nga-ba-5018","Nigeria","12118799","Invalid Number","active","Toro","Invalid Number","9.58976278222667","10.2375625526697","Tashan Durumi Primary Health Clinic","9.586253,10.224161","public","136","primary","136","Bauchi","5","Toro","nga-ba-5018","Local Government","Primary Health Clinic","Nigeria","org-136b12cc-7aac-4a22-8b6b-26852fb60d50","active","50108275"
"0","30","18","11","10","0","0","0","0","0","0","Nigeria","Bauchi","Toro","Jama'a #1","Mai Unguwa Dauda Madaki","2","3","4","2","1","53.09","30","0","0","30","0","0","Bauchi","nga-ba-5018","Nigeria","12266997","9","active","Toro","9","9.40024089799908","10.1616773609215","Amana Health Clinic","9.433270969,10.15212597","private","62","primary","62","Bauchi","5","Toro","nga-ba-5018","For Profit","Primary Health Clinic","Nigeria","org-62d44fa6-6452-4810-bb9f-f41ff201d50d","active","75099900"
"73","367","333","260","186","36","36","10","10","21","0","Nigeria","Bauchi","Toro","Jama'a #1","Mai Unguwan Dau","81","95","100","80","35","47.35","367","0","0","367","0","0","Bauchi","nga-ba-5018","Nigeria","12122217","Invalid Number","active","Toro","Invalid Number","9.39823999997606","10.1301299996998","Amana Health Clinic","9.433270969,10.15212597","private","62","primary","62","Bauchi","5","Toro","nga-ba-5018","For Profit","Primary Health Clinic","Nigeria","org-62d44fa6-6452-4810-bb9f-f41ff201d50d","active","75099900"
"161","221","291","357","156","81","81","23","23","46","0","Nigeria","Bauchi","Toro","Jama'a #1","Masbaka","106","119","111","96","45","30.45","221","0","0","221","0","0","Bauchi","nga-ba-5018","Nigeria","12283551","5","active","Toro","5","9.46583844988459","10.1338691199639","Amana Health Clinic","9.433270969,10.15212597","private","62","primary","62","Bauchi","5","Toro","nga-ba-5018","For Profit","Primary Health Clinic","Nigeria","org-62d44fa6-6452-4810-bb9f-f41ff201d50d","active","75099900"
"0","22","9","10","73","0","0","0","0","0","0","Nigeria","Bauchi","Toro","Jama'a #1","Na'ila Gwallafa","5","7","6","3","1","29.00","22","0","0","22","0","0","Bauchi","nga-ba-5018","Nigeria","12145224","Invalid Number","active","Toro","Invalid Number","9.40620045428756","10.1874039861051","Sabon Garin Nabardo Health Post","9.36678,10.20572","public","6879709","primary","6879709","Bauchi","5","Toro","nga-ba-5018","Local Government","Health Post","Nigeria","org-6879709c-8fa1-4040-9ff9-e1c366d8e2ad","active","61760400"
"127","146","123","86","50","64","64","18","18","36","0","Nigeria","Bauchi","Toro","Jama'a #1","Nasira","33","38","29","24","12","44.43","146","0","0","146","0","0","Bauchi","nga-ba-5018","Nigeria","12167140","11","active","Toro","11","9.600795710054","10.2413684197168","Tashan Durumi Primary Health Clinic","9.586253,10.224161","public","136","primary","136","Bauchi","5","Toro","nga-ba-5018","Local Government","Primary Health Clinic","Nigeria","org-136b12cc-7aac-4a22-8b6b-26852fb60d50","active","50108275"
"99","200","86","143","166","50","50","14","14","28","0","Nigeria","Bauchi","Toro","Jama'a #1","Nisa Kurma","55","58","43","37","22","32.36","200","0","0","200","0","0","Bauchi","nga-ba-5018","Nigeria","12173397","3","active","Toro","3","9.56486415835428","10.2005725852567","Tashan Durumi","9.584336,10.222777","public","df871169-9e9a-4720-9477-a83cbc732681","primary","df871169-9e9a-4720-9477-a83cbc732681","Bauchi","Invalid Number","Toro","nga-ba-5018","Unknown","Primary Health Center","Nigeria","org-df871169-9e9a-4720-9477-a83cbc732681","active","Invalid Number"
"342","359","329","387","269","171","171","49","49","98","0","Nigeria","Bauchi","Toro","Jama'a #1","Popla","140","169","165","127","56","53.29","359","0","0","359","0","0","Bauchi","nga-ba-5018","Nigeria","12113307","98825","active","Toro","98825","9.38498410003626","10.1696722196972","Sabon Garin Nabardo Health Post","9.36678,10.20572","public","6879709","primary","6879709","Bauchi","5","Toro","nga-ba-5018","Local Government","Health Post","Nigeria","org-6879709c-8fa1-4040-9ff9-e1c366d8e2ad","active","61760400"
"14","24","50","12","38","7","7","2","2","4","0","Nigeria","Bauchi","Toro","Jama'a #1","Popla Anguwan Ayuba","3","5","5","2","0","32.00","24","0","0","24","0","0","Bauchi","nga-ba-5018","Nigeria","12023155","926805","active","Toro","926805","9.37614440913723","10.1706886127893","Sabon Garin Nabardo Health Post","9.36678,10.20572","public","6879709","primary","6879709","Bauchi","5","Toro","nga-ba-5018","Local Government","Health Post","Nigeria","org-6879709c-8fa1-4040-9ff9-e1c366d8e2ad","active","61760400"
"28","133","114","103","41","14","14","4","4","8","0","Nigeria","Bauchi","Toro","Jama'a #1","Rigar Mai Jeji","34","42","33","31","13","42.62","133","0","0","133","0","0","Bauchi","nga-ba-5018","Nigeria","12282169","Invalid Number","active","Toro","Invalid Number","9.46254839619161","10.1692058933373","Amana Health Clinic","9.433270969,10.15212597","private","62","primary","62","Bauchi","5","Toro","nga-ba-5018","For Profit","Primary Health Clinic","Nigeria","org-62d44fa6-6452-4810-bb9f-f41ff201d50d","active","75099900"
"347","416","259","561","247","174","174","50","50","99","0","Nigeria","Bauchi","Toro","Jama'a #1","Ringim Tattu","207","222","193","161","68","40.21","416","0","0","416","0","0","Bauchi","nga-ba-5018","Nigeria","12159435","47423","active","Toro","47423","9.46001214974098","10.1921193600205","Amana Health Clinic","9.433270969,10.15212597","private","62","primary","62","Bauchi","5","Toro","nga-ba-5018","For Profit","Primary Health Clinic","Nigeria","org-62d44fa6-6452-4810-bb9f-f41ff201d50d","active","75099900"
"289","188","212","287","158","144","144","41","41","82","0","Nigeria","Bauchi","Toro","Jama'a #1","Rugan Alhaji Saleh","113","148","113","86","24","24.11","188","0","0","188","0","0","Bauchi","nga-ba-5018","Nigeria","11998630","8","active","Toro","8","9.51496827926275","10.2104501198772","Wow Health Post","9.544858,10.21996","public","5","primary","5","Bauchi","Invalid Number","Toro","nga-ba-5018","Unknown","Health Post","Nigeria","org-5eca11a0-ceb7-4935-97e7-17248fbc9861","active","Invalid Number"
"77","123","66","118","77","39","39","11","11","22","0","Nigeria","Bauchi","Toro","Jama'a #1","Rugan Alhaji Sani","25","46","41","30","7","19.91","123","0","0","123","0","0","Bauchi","nga-ba-5018","Nigeria","12098489","543","active","Toro","543","9.52098372841635","10.2109231021195","Wow Health Post","9.544858,10.21996","public","5","primary","5","Bauchi","Invalid Number","Toro","nga-ba-5018","Unknown","Health Post","Nigeria","org-5eca11a0-ceb7-4935-97e7-17248fbc9861","active","Invalid Number"
"105","203","212","122","315","53","53","15","15","30","0","Nigeria","Bauchi","Toro","Jama'a #1","Rugar Hari","52","57","51","45","29","33.03","203","0","0","203","0","0","Bauchi","nga-ba-5018","Nigeria","12209625","5025178","active","Toro","5025178","9.56460666716401","10.2349014281584","Tashan Durumi","9.584336,10.222777","public","df871169-9e9a-4720-9477-a83cbc732681","primary","df871169-9e9a-4720-9477-a83cbc732681","Bauchi","Invalid Number","Toro","nga-ba-5018","Unknown","Primary Health Center","Nigeria","org-df871169-9e9a-4720-9477-a83cbc732681","active","Invalid Number"
"490","355","245","376","284","245","245","70","70","140","0","Nigeria","Bauchi","Toro","Jama'a #1","Rugar Mai Jeji","189","198","185","155","84","50.55","355","0","0","355","0","0","Bauchi","nga-ba-5018","Nigeria","12168364","54","active","Toro","54","9.46284171996945","10.2230509842156","Lafia Nursing Home","9.46307373,10.22290039","private","9","primary","9","Bauchi","Invalid Number","Toro","nga-ba-5018","Unknown","Primary Health Center","Nigeria","org-9eab6407-2dbf-4cae-bf4c-d0a3260a614d","active","Invalid Number"
"93","174","100","106","68","47","47","13","13","27","0","Nigeria","Bauchi","Toro","Jama'a #1","Rugar Mallam Muhamadu","60","70","51","43","12","36.21","174","0","0","174","0","0","Bauchi","nga-ba-5018","Nigeria","12026372","Invalid Number","active","Toro","Invalid Number","9.45645999942946","10.1877698896687","Amana Health Clinic","9.433270969,10.15212597","private","62","primary","62","Bauchi","5","Toro","nga-ba-5018","For Profit","Primary Health Clinic","Nigeria","org-62d44fa6-6452-4810-bb9f-f41ff201d50d","active","75099900"
